(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0G64PZLBR,B0G64PZLBR,"BRONGS Rose Quartz Crystal Pyramid | 1 Inch | Feng Shui & Vastu Correction | Crystal Pyramid for Positive, Meditation, Health, Good Luck | Home & Office Decor |Pack of 1",BG-1-INCH-ROSE-QUARTZ-PYRAMID-ST-1,93,9,0.02%,0.05%,123,12,0.02%,0.05%,100.00%,100.00%,7,1,7.53%,11.11%,"₹1,343.00",₹189.00,6,1
B0G64YK1TV,B0G64YK1TV,"TREE MAISON CORONATING HOMES Rose Quartz Crystal Pyramid | 1 Inch |Vastu Correction | Reiki Crystal Pyramid for Positive, Meditation| Home & Office Decor |Pack of 1",1-INCH-ROSE-QUARTZ-PYRAMID-ST-1,116,3,0.03%,0.02%,141,4,0.02%,0.02%,100.00%,0.00%,11,0,9.48%,0.00%,"₹2,079.00",₹0.00,6,0
B0G9QT9SZN,B0G9QT9SZN,TREEMAISON CORONATING Homes Vastu Brass Strip | Width- 0.5 Inch | Thickness - 0.5mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction |Pack of 1,0.5MM-8FT-STRIP-0.5INCH-BRASS-ST-1,43,7,0.01%,0.04%,68,16,0.01%,0.06%,96.55%,84.62%,25,9,58.14%,128.57%,"₹8,058.00","₹4,266.00",6,2
B0GFD2NNP9,B0GFD2NNP9,"TREE MAISON CORONATING HOMES Copper Shree Yantra |Size-9Inch Approx | Weight-240gm Approx |Laser Cut for Health, Wealth & Prosperity | Wall Hanging (Copper) |Pack of 1",COPPER-LASER-YANTRA-9-INCH-ST-1,222,17,0.06%,0.10%,286,17,0.05%,0.07%,100.00%,84.62%,9,1,4.05%,5.88%,"₹25,941.00","₹2,849.00",6,1
B0GMPHVD8G,B0GMPHVD8G,TREE MAISON CORONATING HOMES Vastu Stainless Steel Strip With Muscovite Chips| Width- 1 Inch | Thickness - 0.2mm | Length- 8 Feet Approx |Steel Strip for Vastu | Pack of 1,MOSCOVITE-0.2MM-8FT-STRIP-1''-S.S-ST1,75,2,0.02%,0.01%,96,3,0.02%,0.01%,98.86%,100.00%,6,0,8.00%,0.00%,"₹2,495.00",₹0.00,6,0
B0GP6YT88M,B0GP6YT88M,TREE MAISON CORONATING HOMES Vastu Swastik Copper Yantra for Pooja | Size- 6 Inch | for Wealth and Prosperity |Pack of 1,SWASTIK-COPPER-YANTRA-6INCH,115,5,0.03%,0.03%,174,9,0.03%,0.04%,100.00%,100.00%,7,2,6.09%,40.00%,"₹4,893.00","₹1,398.00",6,1
B08SWM22PX,B08SWM22PX,Treemaison Vastu Blue Color Tape |Size - 4 Inch| Length- 10 Feet (Approx) |Vastu Remedy for Toilet | Main Door Entrance | | Tape Remedy | (Pack of 1),VINYL-TAPE-4''-BLUE,171,5,0.04%,0.03%,255,5,0.04%,0.02%,98.22%,100.00%,5,0,2.92%,0.00%,₹745.00,₹0.00,5,0
B08W45RXVG,B08W45RXVG,Treemaison Vastu Red Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door Entrance | Vastu Tape for Negative Entrance | Pack of 1,VASTU-TAPE-BIG-RED,68,3,0.02%,0.02%,92,3,0.02%,0.01%,100.00%,100.00%,5,0,7.35%,0.00%,"₹1,435.00",₹0.00,5,0
B08XLVD97Y,B08XLVD97Y,TREEMAISON Vastu Combo of White-Blue Color Tape | Size - 4 Inch | Length- 8 Feet (Approx) | Vastu Remedy for Toilet | Main Door Entrance | | Tape Remedy | (Pack of 2),VINYL-TAPE-WHITE-BLUE-3-4-INCH,33,2,0.01%,0.01%,58,3,0.01%,0.01%,100.00%,100.00%,5,0,15.15%,0.00%,"₹1,280.00",₹0.00,5,0
B092HZ6F56,B092HZ6F56,Treemaison Vastu Lord Kuber Statue | 4.7 Inch Approx | Weight - 590 G Approx | God kubera Idol for Wealth and Harmony | Zonal Placement - North | showpiece for Home | Kuber ji ki murti for puja,VASTU-KUBER-BRASS-SHOWPIECE-STATUE,199,4,0.05%,0.02%,289,5,0.05%,0.02%,98.35%,100.00%,5,1,2.51%,25.00%,"₹5,875.00","₹1,139.00",5,1
B0998RYQHN,B0998RYQHN,Vastu Brass Strip | Width- 0.5 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Strip Remedy | Brass Strip for Vastu | Pack of 3,GENERIC-BRASS-STRIP-0.5-ST3,251,14,0.06%,0.08%,346,18,0.06%,0.07%,99.66%,100.00%,5,1,1.99%,7.14%,"₹3,549.00",₹712.00,5,1
B09FXR296M,B09FXR296M,TREE MAISON CORONATING HOMES Vastu White Horse Statue |Size- 16cm Approx |Two Running Horses for Success & Good Luck |Feng Shui Positive Energy Decor |Perfect for Business Growth |Decorative Sculpture,VASTU-WHITE-HORSE,493,16,0.12%,0.09%,697,22,0.12%,0.09%,98.84%,100.00%,5,1,1.01%,6.25%,"₹3,807.79",₹725.27,5,1
B09G3855RD,B09G3855RD,TREEMAISON Vastu Iron Strip | Width- 1 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Iron Strip for Vastu | Pack of 5,IRON-STRIP-1INCH-ST5,39,0,0.01%,0.00%,54,0,0.01%,0.00%,100.00%,0.00%,6,0,15.38%,0.00%,"₹5,475.00",₹0.00,5,0
B09HS987WS,B09HS987WS,"TREEMAISON Small Deer Pair Statue |Size-9cm Approx |Weight- 524gm Approx |Designer Deer in Pair | Vastu Brass Showpeice | Home & Office Decor |Zonal Placement:- West-North-West, West",BRASS-DEER-PAIR,181,7,0.05%,0.04%,244,7,0.04%,0.03%,98.55%,100.00%,5,0,2.76%,0.00%,"₹7,270.00",₹0.00,5,0
B09NPYYGY4,B09NPYYGY4,"BRONGS Stainless Steel Strip | 1 INCH | Pack of 1 | Vastu Steel Strip for Toilet | Vastu Strip Remedy | Width-25mm, Thickness-0.3mm, Length-8 Feet Approx",BRNGS-STAINLESS-STEEL-STRIP-ST1,142,8,0.04%,0.05%,239,10,0.04%,0.04%,100.00%,100.00%,6,1,4.23%,12.50%,"₹1,704.00",₹284.00,5,1
B09NPZDL98,B09NPZDL98,"BRONGS Copper Strip | 1 INCH | Pack of 4 | Vastu Copper Strip for Toilet | Vastu Strip Remedy | Width-25mm, Thickness-0.3mm, Length-8 Feet Approx",BRNGS-COPPER-STRIP-ST4,128,14,0.03%,0.08%,183,19,0.03%,0.08%,84.52%,100.00%,5,1,3.91%,7.14%,"₹11,033.00","₹2,297.00",5,1
B09NQ14H6K,B09NQ14H6K,"BRONGS Brass Strip | 1 INCH | Pack of 4 | Vastu Brass Strip for Toilet | Vastu Strip Remedy | Width-25mm, Thickness-0.3mm, Length-8 Feet Approx",BRNGS-BRASS-STRIP-ST4,33,1,0.01%,0.01%,45,3,0.01%,0.01%,100.00%,100.00%,5,0,15.15%,0.00%,"₹6,715.00",₹0.00,5,0
B09NSMPJN2,B09NSMPJN2,TREE MAISON CORONATING HOMES Vastu Red Color Tape | Size - 2 Inch| Length- 20 Meter (Approx) |Vastu Remedy For Toilet | Main Door Entrance | Tape Remedy | Pack Of 1,2-INCH-VASTU-TAPE-RED-ST1,517,23,0.13%,0.14%,701,32,0.12%,0.13%,99.67%,100.00%,5,0,0.97%,0.00%,"₹1,169.31",₹0.00,5,0
B09SZ7RV9Y,B09SZ7RV9Y,"TREE MAISON CORONATING HOMES Vastu Copper 2 Layer Pyramid | 3-Inch | Pyramid for Positive Energy, Health & Wealth | Vastu Dosh Remedies for Home & Office | Direction - SE, SSE, South | Pack of 1",2-LAYER-COPPER-PYRAMID,162,11,0.04%,0.06%,235,16,0.04%,0.06%,100.00%,100.00%,11,0,6.79%,0.00%,"₹10,400.00",₹0.00,5,0
B09SZDK2ZQ,B09SZDK2ZQ,"TREE MAISON CORONATING HOMES Vastu Brass 2 Layer Pyramid |Size- 3-Inch | Pyramid for Positive Energy, Health & Wealth | Vastu Dosh Remedies for Home & Office | Direction - SW, WEST | Pack of 1",BRASS-2-LAYER-PYRMID-ST1,134,7,0.03%,0.04%,172,14,0.03%,0.06%,100.00%,100.00%,5,1,3.73%,14.29%,"₹4,649.00",₹947.00,5,1
B09WDGZHK2,B09WDGZHK2,"TREE MAISON CORONATING HOMES Vastu Green Cone Anti-clockwise Spring for East Used to Enhance The Energy of Air Element 1.5"" Inch (Pack of 6)",GREEN-ACW-SPRING-ST6,21,1,0.01%,0.01%,24,1,0.00%,0.00%,100.00%,100.00%,6,1,28.57%,100.00%,"₹2,091.00",₹341.00,5,1
B09XBCC7RP,B09XBCC7RP,"Tree Maison (CORONATING Homes) Vinyl Tape for Vastu Dosh/Correction, Mirror Tape or Toilet Remedy (Color –Orange,Size - 4 INCH X 10 FEET) (Pack of 1)……",VINYAL-TAPE-SMALL-ORANGE,34,1,0.01%,0.01%,50,1,0.01%,0.00%,100.00%,0.00%,5,0,14.71%,0.00%,"₹1,011.00",₹0.00,5,0
B09YNK4WDT,B09YNK4WDT,TREE MAISON CORONATING HOMES Vastu Helix Copper (Hii) | Helix Fire (South-East) | Main Door Entrance & Toilet Dosh Correction | Vastu Dosh Nivaran Remedies (6-inch) | Pack of 3,6-INCH-HII-COPPER-HELIX-ST3,103,2,0.03%,0.01%,151,2,0.03%,0.01%,100.00%,100.00%,6,0,5.83%,0.00%,"₹15,220.00",₹0.00,5,0
B0B4632CNM,B0B4632CNM,TREE MAISON CORONATING HOMES Vastu Red Color Tape |Size - 4 Inch | Length- 8 Feet (Approx) |Vastu Remedy for Toilet | Main Door Entrance | Tape Remedy | Pack of 1,VNL-SML-RED-PCK1,45,2,0.01%,0.01%,62,3,0.01%,0.01%,100.00%,100.00%,5,0,11.11%,0.00%,"₹1,011.00",₹0.00,5,0
B0B4G7ZVDZ,B0B4G7ZVDZ,TREE MAISON CORONATING HOMES Vastu Red Color Tape |Size - 3 Inch| Length- 8 Feet (Approx) |Vastu Remedy for Toilet | Main Door Entrance | | Tape Remedy | (Pack of 1),3-INCH-VINYL-TAPE-RED,40,2,0.01%,0.01%,43,2,0.01%,0.01%,100.00%,100.00%,5,0,12.50%,0.00%,₹955.00,₹0.00,5,0
B0B71KX5FG,B0B71KX5FG,TREE MAISON CORONATING HOMES Vastu Red Color Tape | Size - 3 Inch | Length- 10 Feet (Approx) | Vastu Remedy for Toilet | Main Door Entrance | Tape Remedy | Pack of 1,VNYL-TAPE-3INCH-RED,93,3,0.02%,0.02%,134,3,0.02%,0.01%,100.00%,0.00%,5,0,5.38%,0.00%,₹955.00,₹0.00,5,0
B0BDM82WVY,B0BDM82WVY,"TREE MAISON CORONATING HOMES Vastu Golden Horses Statue |Size- 16cm Approx |Weight- 380gm Approx |Two Running Horses for Victory, Business Growth & Positive Energy |Sculpture for Home & Office",VASTU-GOLDEN-HORSE,98,3,0.02%,0.02%,114,3,0.02%,0.01%,98.04%,100.00%,5,2,5.10%,66.67%,"₹3,401.00","₹1,397.00",5,2
B0BJZVBTJH,B0BJZVBTJH,TREE MAISON CORONATING HOMES Vastu Aluminium Strip | Width-1 Inch | Thickness -1 mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Aluminium Strip for Vastu | Pack of 1,BIG-18MM-STRIP-ALUMINIUM,60,1,0.02%,0.01%,79,1,0.01%,0.00%,100.00%,0.00%,5,0,8.33%,0.00%,"₹2,845.00",₹0.00,5,0
B0CGNTMDN9,B0CGNTMDN9,TREE MAISON CORONATING HOMES Brass Dowsing Rods Pair for Vastu | 5 mm Diameter | Set with Board & Brass Pendulum (Assorted) | Aura Energy Scanner | Feng Shui | Reiki | Dowsing Rods | L-Rod,5mm-brass-rod-with-handle,208,10,0.05%,0.06%,264,15,0.05%,0.06%,97.37%,100.00%,5,1,2.40%,10.00%,"₹4,795.00",₹949.00,5,1
B0CJMDY86H,B0CJMDY86H,TREE MAISON CORONATING HOMES Vastu Acrylic Brown Pendulum Board | Size- 6 inch | Dowsing Divination Metaphysical Message Board with Brass Pendulum (Pendulum Assorted) Spirit Board | Witch Board,6''-L-BROWN-BOARD-B-PEND,"2,533",76,0.64%,0.45%,"3,983",123,0.68%,0.49%,99.76%,100.00%,6,0,0.24%,0.00%,"₹1,490.20",₹0.00,5,0
B0CLVMKWHL,B0CLVMKWHL,TREE MAISON CORONATING HOMES Vastu Brass Direction Helix | Size- 4 Inch | Vastu Defect Direction | Home & Office Vastu Remedy | Pack of 1,4-INCH-ROUND-BRASS-SWASTIK-HELIX-1,208,5,0.05%,0.03%,252,6,0.04%,0.02%,100.00%,100.00%,5,0,2.40%,0.00%,"₹2,990.00",₹0.00,5,0
B0CNXR8M61,B0CNXR8M61,TREE MAISON CORONATING HOMES Vastu Sun & Moon Dowsing Board | 6 Inch | with Brass Pendulum (Pendulum Assorted) Acrylic Divination Board,SUN-PENDULUM-BOARD,299,7,0.08%,0.04%,342,7,0.06%,0.03%,99.70%,100.00%,5,0,1.67%,0.00%,"₹1,660.00",₹0.00,5,0
B0CPVLNCXW,B0CPVLNCXW,TREE MAISON CORONATING HOMES Vastu Copper Strip | Width- 0.75 Inch | Thickness - 0.2mm | Length- 8 Feet Approx | Vastu Strips for Toilet Correction | Copper Strip for Vastu | Pack of 1,LW-COPPER-0.75INCH-STRIP-SET-1,79,8,0.02%,0.05%,112,9,0.02%,0.04%,92.86%,100.00%,6,0,7.59%,0.00%,"₹2,151.00",₹0.00,5,0
B0CR478K12,B0CR478K12,TREE MAISON CORONATING HOMES Copper Strip | Width-0.5 Inch | Thickness -0.2mm | Length-12 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Copper Strip for Vastu | Pack of 1,12FEET-0.5INCH-STRIP-COPPER-SET-1,64,4,0.02%,0.02%,93,5,0.02%,0.02%,100.00%,100.00%,9,0,14.06%,0.00%,"₹3,865.00",₹0.00,5,0
B0CR484V1W,B0CR484V1W,"TREE MAISON CORONATING HOMES Aluminium Strip | 0.5 INCH | Pack of 1 | Vastu Aluminium Strip for Toilet | Vastu Strip Remedy | Width-12mm, Thickness-0.2mm, Length-4 Feet Approx",4FEET-STRIP-0.5INCH-ALUMINIUM-ST-1,48,2,0.01%,0.01%,97,2,0.02%,0.01%,97.59%,100.00%,5,0,10.42%,0.00%,₹985.04,₹0.00,5,0
B0CR48FWFS,B0CR48FWFS,TREE MAISON CORONATING HOMES Aluminium Strip | Width-0.5 Inch | Thickness - 0.2mm | Length-12 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Aluminium Strip for Vastu | Pack of 1,12FEET-0.5INCH-STRIP-ALUMINIUM-SET-1,35,2,0.01%,0.01%,47,2,0.01%,0.01%,100.00%,0.00%,7,0,20.00%,0.00%,"₹2,493.00",₹0.00,5,0
B0CR62XYWT,B0CR62XYWT,TREE MAISON CORONATING HOMES Vastu Copper Strip | Width- 1 Inch | Thickness - 0.2mm | Length- 12 Feet Approx | Strip for Zone Balancing & Toilet Correction | Copper Strip for Vastu | Pack of 1,12FT-1''-COPPER,210,14,0.05%,0.08%,301,19,0.05%,0.08%,94.94%,100.00%,5,0,2.38%,0.00%,"₹2,245.00",₹0.00,5,0
B0CVDP89HW,B0CVDP89HW,TREE MAISON CORONATING HOMES Vastu Brass Indradev Ji Statue | Weight - 1 KG Aprrox | Height - 15 Cm Approx | Vastu Remedy | Home & Office Decor | Indra Dev Idol for Vastu | Pack of 1,BRASS-INDERDEV-JI-STATUE,114,9,0.03%,0.05%,146,11,0.03%,0.04%,100.00%,100.00%,5,2,4.39%,22.22%,"₹9,593.00","₹3,896.00",5,2
B0CVDRJ2FJ,B0CVDRJ2FJ,TREE MAISON CORONATING HOMES Brass Dhanvantri Statue | Weight - 1012gm Approx | Idol | Feng Shui Remedies | Home Decor | Decorative Items | Vastu Remedy | God of Ayurveda/Medicine Statue,BRASS-DHANVANTRI-STATUE,312,9,0.08%,0.05%,424,13,0.07%,0.05%,99.72%,100.00%,5,0,1.60%,0.00%,"₹9,795.00",₹0.00,5,0
B0D1KLLW73,B0D1KLLW73,TREE MAISON CORONATING HOMES Acrylic Black Seven Star Dowsing Board 6 Inch with Crystal Seven Chakra Pendulum | Metaphysical Message Board for Witchcraft | Witch Board | Pendulum Dowsing Board,7STAR-BOARD-6INCH+CRYS-PEND,90,1,0.02%,0.01%,122,1,0.02%,0.00%,100.00%,100.00%,5,0,5.56%,0.00%,"₹1,868.00",₹0.00,5,0
B0DF2YLKWZ,B0DF2YLKWZ,"TREEMAISON Acrylic Vastu Shakti Chakra | Size- 6 Inch | Featuring 45 Devtas, 16 Attributes | Health Chart | Rajas, Sattav, Tamas for vaastu Shashtra Remedy (Without Color)",SHAKTI-CHAKRA-02-AB,185,6,0.05%,0.04%,273,9,0.05%,0.04%,99.09%,100.00%,5,1,2.70%,16.67%,"₹1,340.00",₹268.00,5,1
B0DP6K8CVD,B0DP6K8CVD,"TREE MAISON CORONATING HOMES Pure Copper Plain Hollow Pyramid | 2 inch |Pack of 7 | Boost Positive Energy for Vastu | Energy for Vibrations at Home, Office | Powerful Positive Energy Remedies",2IN- COPPER- HLW-PLN-PYRAMID-ST-7,34,2,0.01%,0.01%,45,4,0.01%,0.02%,100.00%,0.00%,11,0,32.35%,0.00%,"₹6,259.00",₹0.00,5,0
B0DSJDWW5P,B0DSJDWW5P,"TREE MAISON CORONATING HOMES Vastu Copper Virtual Rod | 12-Inch |Weight- 1040gm Approx Virtual Entry Rod for Wealth, Prosperity & Success | Size: 12 Inch x 2.2cm Approx |Pack of 1",12IN-COPPER-VIRTUAL-ROD-ST1,157,4,0.04%,0.02%,195,4,0.03%,0.02%,100.00%,100.00%,5,1,3.18%,25.00%,"₹12,237.00","₹2,422.00",5,1
B0DZXM3ZYL,B0DZXM3ZYL,TREE MAISON CORONATING HOMES Zinc Helix | 6 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - NE | Pack of 3,6IN-ZINC-HELIX-SET-3,48,0,0.01%,0.00%,85,0,0.01%,0.00%,100.00%,0.00%,5,0,10.42%,0.00%,"₹4,367.00",₹0.00,5,0
B0DZXR7233,B0DZXR7233,TREE MAISON CORONATING HOMES Lead Plain Helix | 6 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Zonal Placement - SW | Pack of 3,6IN-LEAD-PLAIN-HELIX-SET-3,71,5,0.02%,0.03%,92,6,0.02%,0.02%,100.00%,100.00%,12,0,16.90%,0.00%,"₹17,088.00",₹0.00,5,0
B0F9PF13V1,B0F9PF13V1,"BRONGS Copper Nandavrat Yantra | Size - 2.3 CM | Powerful Vastu Remedy for Negativity Removal, Peace & Prosperity | Pack of 11",SET-10 COPPER NANDAVRAT,60,3,0.02%,0.02%,79,3,0.01%,0.01%,77.14%,50.00%,6,0,10.00%,0.00%,"₹2,629.00",₹0.00,5,0
B0FC6TR4RV,B0FC6TR4RV,"TREE MAISON CORONATING HOMES Crystal Black Tourmaline Pencil |Height - 5 to 6 Inch| Reiki Crystal Pencil for Meditation, Aura Cleansing & Spiritual Practices | Home Decor & Gift |",5-6-INCH-BLACK-TOURMALINE-PENCIL,66,0,0.02%,0.00%,108,0,0.02%,0.00%,100.00%,0.00%,6,0,9.09%,0.00%,"₹3,400.00",₹0.00,5,0
B0FD3V1CWX,B0FD3V1CWX,"TREE MAISON CORONATING HOMES Clear Quartz Hexagonal Tower 100 Gram | Crystal Point Wand for Reiki, Chakra Healing, Meditation & Energy Amplification",CLEAR-QRTZ-HEXAGONAL-100GM,84,5,0.02%,0.03%,121,7,0.02%,0.03%,100.00%,100.00%,5,0,5.95%,0.00%,"₹1,185.00",₹0.00,5,0
B0FDB5PFKN,B0FDB5PFKN,"TREE MAISON CORONATING HOMES Tridhatu Pyramid | 2 Inch |Pack of 9 |Weight of 1 Pyramid- 10gm Approx |Vastu Dosh Nivaran | Positive Energy, Zone Balancing & Protection | for Home, Office & Temple Use",2IN-TRIDHATU-PYRAMID-SET-9,34,2,0.01%,0.01%,54,2,0.01%,0.01%,100.00%,100.00%,5,1,14.71%,50.00%,"₹5,935.00","₹1,187.00",5,1
B0FHH27FRV,B0FHH27FRV,"TREE MAISON CORONATING HOMES Selenite Charging Plate – 3 Inch with 10–20 Gram Raw Pyrite Stone | Selenite Plate for Crystal Charging, Energy Healing & Spiritual Decor",OM-ROUND-PLT-10GM-PYRIT,71,1,0.02%,0.01%,96,2,0.02%,0.01%,98.90%,100.00%,5,0,7.04%,0.00%,"₹1,819.00",₹0.00,5,0
B0FHWC1ZB2,B0FHWC1ZB2,"BRONGS Brass Garud Dev | 12.5 cm Approx | Lord Garuda Idol for Protection, Strength & Positive Energy | Hindu God of Devotion | Lord Vishnu's Divine Vehicle",BR-PREMIUM-GARUDA-DEV,151,6,0.04%,0.04%,231,6,0.04%,0.02%,99.46%,100.00%,5,0,3.31%,0.00%,"₹12,114.05",₹0.00,5,0
B0FJMDLDDM,B0FJMDLDDM,"BRONGS Vastu Copper Pyramid Energy Plate | 1 Inch | Set of 3 |Vastu Correction Pyramids for Home, Office & Shop | Vastu Shastra Remedies for Positive Energy",BG-1IN-COPPER-9PYRAMID-PLATE-SET-3,71,4,0.02%,0.02%,87,4,0.01%,0.02%,97.65%,100.00%,5,1,7.04%,25.00%,"₹1,877.00",₹370.00,5,1
B0FRGGBKGP,B0FRGGBKGP,TREE MAISON CORONATING HOMES Vastu Waterfall Painting Frame for Prosperity & Positive Energy |Size- 12Inch× 18Inch |Weight 1110gm Approx |Wall Décor for Home & Office |Pack Of 1,WATERFALL-POSTER-WITH-FRAME,265,10,0.07%,0.06%,358,11,0.06%,0.04%,99.39%,100.00%,5,0,1.89%,0.00%,"₹4,270.00",₹0.00,5,0
B0G4WM6HS4,B0G4WM6HS4,TREE MAISON CORONATING HOMES Brass Indra Devta Shastra Statue|Size- 3.3Inch Approx |Weight-88gm Approx | Shastra Spiritual Decor Statue for Home & Temple |Pack of 1,VAJRA-INDRA-DEVTA-SHASTRA-STATUE,60,8,0.02%,0.05%,84,12,0.01%,0.05%,100.00%,100.00%,7,0,11.67%,0.00%,"₹2,478.00",₹0.00,5,0
B0G5WT5NDJ,B0G5WT5NDJ,BRONGS Brass 27 Pyramid Strip |Size- 4Inch Approx |Weight- 62gm Approx |Strip with Pyramid Design for Correcting Corner | Home & Spritual Decor | Vastu Remedy Tool | Pack of 1,BG-27-PYR-STRIP-BRASS-4IN-ST-1,46,2,0.01%,0.01%,57,2,0.01%,0.01%,100.00%,0.00%,5,0,10.87%,0.00%,"₹1,420.00",₹0.00,5,0
B0G5X15Q9W,B0G5X15Q9W,BRONGS Lead 9 Pyramid Strip |Size- 7Inch |Weight- 150gm Approx |Vastu Remedy Tool |Strip with Pyramid Design for Correcting Corner | Home & Spritual Decor | Pack of 1,BG-9-PYR-STRIP-LEAD-7IN-ST-1,60,3,0.02%,0.02%,78,3,0.01%,0.01%,100.00%,100.00%,8,0,13.33%,0.00%,"₹2,272.00",₹0.00,5,0
B0G5XFY37D,B0G5XFY37D,BRONGS Lead 9 Pyramid Strip |Size- 7Inch Approx |Weight of 1 Pyramid Strip- 150gm Approx |Strip with Pyramid Design for Correcting Corner | Home & Spritual Decor | Vastu Remedy Tool | Pack of 3,BG-9-PYR-STRIP-LEAD-7IN-ST-3,49,3,0.01%,0.02%,59,4,0.01%,0.02%,100.00%,100.00%,5,1,10.20%,33.33%,"₹3,390.00",₹664.00,5,1
B0G6JT5N5D,B0G6JT5N5D,"TREEMAISON CORONATING Homes Copper 9 Pyramid Strip |Size- 7Inch |Weight- 110gm Approx | Vastu Tool for Correcting Dosh, Corners & Vastu Defects | Energy Balancing Strip | Pack of 1",9-PYR-STRIP-COPPER-7IN-ST-1,54,7,0.01%,0.04%,73,8,0.01%,0.03%,100.00%,100.00%,6,0,11.11%,0.00%,"₹2,869.00",₹0.00,5,0
B0G6KMPCSG,B0G6KMPCSG,"TREEMAISON CORONATING Homes Lead L Shape Pyramid Strip |Size-3.5Inch |Weight- 134gm Approx |Vastu Tool for Correcting Dosh, Corners & Vastu Defects | Energy Balancing Strip | Pack of 1",L-PYR-STRIP-LEAD-3.5IN-ST-1,45,4,0.01%,0.02%,59,7,0.01%,0.03%,100.00%,100.00%,6,0,13.33%,0.00%,"₹1,704.00",₹0.00,5,0
B0GKG9M1V6,B0GKG9M1V6,BRONGS Brass Vaastu Owl | Size - 3.5 Inch (Approx) | Weight of 1 Owl - 650 G (Approx) | Home Decor | Feng Shui | Vastu Shastra Remedies | Owl Statue for Good Luck |Pack of 2,BG-BRASS-BIG-OWL-ST-2,56,0,0.01%,0.00%,74,0,0.01%,0.00%,100.00%,0.00%,5,0,8.93%,0.00%,"₹9,595.00",₹0.00,5,0
B07VYTV26P,B07VYTV26P,"Shubh Sanket Vastu Copper Stud (Vastu Remedies) 2 inches, 8.mm (Set of 9)",COPPER-STUD-1.5INCH-ST9,"1,868",62,0.47%,0.37%,"2,448",75,0.42%,0.30%,20.13%,27.50%,13,2,0.70%,3.23%,"₹6,768.00","₹1,094.00",4,1
B086T5SHL5,B086T5SHL5,"Shubh Sanket Vastu Metal Black Wavy Round Anti Clockwise Spring for North, North East Direction 1.5"" (MAHAVASTU Remedies) Set of 9",BLACK-COIL-SPRING-ST9-01,33,2,0.01%,0.01%,41,2,0.01%,0.01%,97.14%,100.00%,5,0,15.15%,0.00%,"₹2,166.00",₹0.00,4,0
B08XVRBJVG,B08XVRBJVG,TREEMAISON Vastu Green - White Tape | Size - 4 Inch (96 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape Remedy for Toilet | Vastu Tape for Main Door | Pack of 2,VASTU-TAPE-BIG-WHITE-GREEN,18,1,0.00%,0.01%,26,1,0.00%,0.00%,100.00%,0.00%,4,0,22.22%,0.00%,"₹1,986.00",₹0.00,4,0
B0998VBMGT,B0998VBMGT,Vastu Copper Strip | Width- 1 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Strip Remedy | Copper Strip for Vastu | Pack of 2,GENERIC-COPPER-STRIP-ST2,241,21,0.06%,0.12%,322,31,0.06%,0.12%,100.00%,100.00%,5,0,2.07%,0.00%,"₹4,035.00",₹0.00,4,0
B09DCK44FR,B09DCK44FR,"Shubh Sanket Vastu Iron Strip 1 inch (Mahavastu Remedies) (8 feet) (1 Strip Roll), Silver",IRO-STRIP-1-INCH,128,7,0.03%,0.04%,168,12,0.03%,0.05%,55.86%,80.00%,7,0,5.47%,0.00%,"₹2,018.00",₹0.00,4,0
B09G37XZ8Y,B09G37XZ8Y,TREEMAISON Vastu Aluminium Strip | Width- 1 Inch | Thickness - 0.3mm | Length- 8 Feet Approx | Zone Balancing |Toilet Correction | Main Entrance | Aluminium Strip for Vastu | Pack of 4,ALUMINIUM-STRIP-1INCH-ST4,27,2,0.01%,0.01%,32,3,0.01%,0.01%,100.00%,100.00%,4,1,14.81%,50.00%,"₹2,972.00",₹743.00,4,1
